,Path,Train,Active,Train type subgroup,From,To,First station,Last station,Prev.station,Foll. station,OccTime from,OccTime to,Transfer,Platfrom_Sim,Arrival_Sim,Departure_Sim,StopType_Sim,Arrival lateness,Departure lateness,Length of overlap [m],OvLap Vmax [km/h],Number of runs,Seas.,Station Kürzel,Station,Station abbreviation 2,Station name 2,Attribute key of station,Line,Route,Platform,Overlap,TimeZone,Scheduled arrival [D HH:MM:SS],Activity at arrival,Scheduled departure [D HH:MM:SS],Activity at departure,Operational directives,Fix,Local DoO,Offered DoO,FeasArr [D HH:MM:SS],FeasDep [D HH:MM:SS],FeasDw [s],SchDw [s],MinDw [s],RTs,RTa,Length tr [km],Departure state,Handling time [s],ArrGrn,Dep(A),DepVL/(VL),Arr,Proceed request,Exit message,Stabling message,Reason for stop TOC,Reason for stop Traction unit provider,Reason for stop Carriage service,Booklet of changes,Standard train,BPmax,Example,Model timetable,Vmax model [km/h],BP model,Loading table,Loading category,Load from LT [t],Corridor,MRTech [s],StAll [s],MinRT [s],EngAll [s],PerfAll [s],PathAll [s],StndRT [s],RTAllow [s],SchedRT [s],FeasRT [s],TimRefN,StAll,Deviation StAll [s],Actual StAll,ConnArr,ConnWait,State of access plan,StopType,Track for passing through,Train route for passing through,Creat.,Created by,Created on,Last edit,Last edit by,Last edit on,RTAllow [%],DwAll [s],RTAll [s],TotAll [s],SimAll [s],Change of direction of travel,Train control system/entry,Train control system/leaving,Train formation,ID,Abbr.,Name,Description,Path colour,TrainClass,Train con.. sys.,PZB,KVBP,TL,Speed vehicle dynamic,Speed profile signalling system,Type of run,St. braking rate [m/s²],Max. braking rate [m/s²],Traction cut off time [s],Brake build-up time [s],Min stop time f. unsched. stop [s],Percentage of braking power,Parking brake percentage,BrSet,Rel. traction,Max TF [kN],restr. Tforce,Tr tot L [m],Tr tot M [t],Edit cars,# cars,TrU type,TrU type,Traction type per TrU,Pos. TrU,Loading category of traction unit,Vmax [km/h],Always Vmax,Vmax from lateness [s],<html>V<small>normal</small> below lateness [s]</html>,Trailer length [m],Trailer TareMass [t],Trailer LoadMass [t],Trailer TotMass [t],# stand,# stand TrU,# stand car,# seats,# seats TrU,# seats car,RollR,Max. acc.,Base  priority,Threshold 1. prio change [s],1. dynamic priority change,Threshold 2. prio change [2],2. dynamic priority change,Pushable,Noise exposure,without conductor,Override of emergency brake,Pressure strengthened,Int. brake percentage customer,Reversing train,Operational directives/profiles,Attribute key,Δ RequArr [min],Δ RequDep [min],RequArr,RequDep,RequDw,RequRT,RequPlf,RequRoute,Ordered dwell time [s],Vfeas [km/h],Vmax [km/h],Vstat [km/h],Applied work [kWh],Board,Alight,ChanBoard,ChanAlight,TotBoard,TotAlight,DiffPass,ArrPass,DepPass,Train category,Orderer,Orderer name,Operator,Operator name,Requester,Traction unit provider,Name of traction unit provider,Traction unit provider TrU,Quality level,Loading gauge excess class,Bimodal traffic code,Wagon transfer,Traction unit transfer,Waiting time connections,Comment,Pictograms,Buffer time [s],Selection,PrM: From stn.,PrM: From stn. abbr.,PrM: To stn.,PrM: To station abbr.,PrM: Start stn.,PrM: Start stn. abbr.,PrM: Dest. stn.,PrM: Dest. stn. abbr.,PrM: DoO,PrM: Arr.,PrM: Prnt.Arr.,PrM: Dep,PrM: Prnt.Dep.,Local SchedArr,Local SchedDep,Routing station,Look-ahead Routing stations,Look-ahead range Time [min],Alternative tracks,Bidi routing threshold [%],Ignore overlap conflicts for bidi routing,Minimum lateness Overtaking [s],Minimum lateness Dwell routing [s],Minimum lateness Replatforming [s],Minimum lateness Change of station route [s],Minimum lateness for  alternative line routing [min],Intervention range Overtaking [min],Intervention range Bidi routing [min],Intervention range Replatforming [min],Intervention range Change of station route [min],Intervention range  Routing closure/station [min],Intervention range Alternative line routing [min],Rout. merging  at junction,Overtaking routing,Dwell  Routing,RePlat- forming,Entry  routing,Bidi routing,Coupling Routing,AlternativeRoute Routing,Rerouting closure/station,Alternative line routing,Ignore conflicts w. follow. trains,Ignore conflicts  dur. arr/dep,3 to 4 trains routing trial,Alternative line,Baseline,Preoccupation ETCS from,Calculation of acceleration a1,Calculation of acceleration a2,User-defined value A1 [m/s²],User-defined value A2 [m/s²],Braking with train resistances,Braking with real gradients,Activate change request 1186,dV_ebi_min [km/h],dV_ebi_max [km/h],V_ebi_min [km/h],V_ebi_max [km/h],dV_sbi_min [km/h],dV_sbi_max [km/h],V_sbi_min [km/h],V_sbi_max [km/h],dV_warning_min [km/h],dV_warning_max [km/h],V_warning_min [km/h],V_warning_max [km/h],T_warning [s],T_preindication (Baseline 3.6.0 = 0 s) [s],M_rotating_min [%],M_rotating_max [%],V_comp [km/h],acc. to ERA Subset 41,T_driver [s],P2,C2,P3,C3,Loading gauge exceedance,Rola Höhe,Rola Breite,EC number,EC information,Profile numbers,Remark on CTL,Change class CTL,Local train number,Train path number,Reference path,Production form,Combined traffic load,Profiles,EC,External references,Remark CTL
PKS,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound1-4,IR Express Westbound1-4,1,,PKS,GBD,1,0,,GBJ,11:34:55,11:39:21,,,,,,,,472,1000,,,PKS,Parkes,,,,-24101,[PKWup]-[24101/1]-[1]-[GBJ]-[24101/1] (1),D-1,Overlap without name,NSW/VIC,11:36:34,,11:36:34,,,0,Daily,,11:36:34,11:36:34,,,, 0:09:17,,,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,557,0,557,0,0,0,557,0,557,557,0,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound1-4,IR Express Westbound1-4,1,,PKS,GBD,0,0,PKS,SCJ,11:38:08,11:56:43,,,,,,,,1122,1000,,,GBJ,Goobang Jct,,,,-24403,[PKS]-[24101/1]-[1]-[GBDdn]-[24403/1] (1),D-1,Overlap without name,NSW/VIC,11:45:51,,11:51:51,,,0,Daily,,11:45:51,11:51:51,360,360,360, 0:08:01, 0:09:17,3.728,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,481,0,481,0,0,0,481,0,481,481,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound1-4,IR Express Westbound1-4,1,,PKS,GBD,0,0,GBJ,PEF,11:51:31,12:05:01,,,,,,,,1260,1000,,,SCJ,SCT Parkes,,,,24403,[GBJ]-[24403/1]-[1]-[PTJ]-[24403/1] (1),D-1,Overlap without name,NSW/VIC,11:59:52,,12:02:52,,,0,Daily,,11:59:52,12:02:52,180,180,180, 0:00:00, 0:23:18,5.85,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,639,0,639,0,0,0,639,0,639,639,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEF,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound1-4,IR Express Westbound1-4,1,,PKS,GBD,0,0,SCJ,PWF,12:03:05,12:06:31,,,,,,,,,,,,PEF,Parkes East Fork,,,,24403,[SCJ]-[24403/1]-[1]-[PWF]-[24403/1] (1),T-1,,,12:04:43,,12:04:43,,,0,Daily,,12:04:43,12:04:43,,,,, 0:28:09,7.392,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,,,,,,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWF,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound1-4,IR Express Westbound1-4,1,,PKS,GBD,0,0,PEF,GBD,12:03:05,12:06:31,,,,,,,,,,,,PWF,Parkes PN Terminal West Fork,,,,24403,[SCJ]-[24403/1]-[1]-[GBD]-[24403/1] (2),D-1,,NSW/VIC,12:05:33,,12:05:33,,,0,Daily,,12:05:33,12:05:33,,,,, 0:28:59,8.692,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,,,,,,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBD,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound1-4,IR Express Westbound1-4,1,,PKS,GBD,0,1,PWF,,12:03:29,12:13:31,,,,,,,,2174,1000,,,GBD,Gunningbland,,,,24403,[GBJ]-[24403/1]-[1]-[BGT]-[24403/1] (1),O-1,Overlap without name,NSW/VIC,12:13:31,,12:13:31,,,0,Daily,,12:13:31,12:13:31,,,,, 0:36:57,23.246,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0%,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,,,,,,0,ATC,,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKS,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound2-4,IR Express Westbound2-4,1,,PKS,GBD,1,0,,GBJ,17:34:55,17:39:21,,,,,,,,472,1000,,,PKS,Parkes,,,,-24101,[PKWup]-[24101/1]-[1]-[GBJ]-[24101/1] (1),D-1,Overlap without name,NSW/VIC,17:36:34,,17:36:34,,,0,Daily,,17:36:34,17:36:34,,,, 0:09:17,,,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,557,0,557,0,0,0,557,0,557,557,0,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound2-4,IR Express Westbound2-4,1,,PKS,GBD,0,0,PKS,SCJ,17:38:08,17:56:43,,,,,,,,1122,1000,,,GBJ,Goobang Jct,,,,-24403,[PKS]-[24101/1]-[1]-[GBDdn]-[24403/1] (1),D-1,Overlap without name,NSW/VIC,17:45:51,,17:51:51,,,0,Daily,,17:45:51,17:51:51,360,360,360, 0:08:01, 0:09:17,3.728,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,481,0,481,0,0,0,481,0,481,481,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound2-4,IR Express Westbound2-4,1,,PKS,GBD,0,0,GBJ,PEF,17:51:31,18:05:01,,,,,,,,1260,1000,,,SCJ,SCT Parkes,,,,24403,[GBJ]-[24403/1]-[1]-[PTJ]-[24403/1] (1),D-1,Overlap without name,NSW/VIC,17:59:52,,18:02:52,,,0,Daily,,17:59:52,18:02:52,180,180,180, 0:00:00, 0:23:18,5.85,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,639,0,639,0,0,0,639,0,639,639,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEF,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound2-4,IR Express Westbound2-4,1,,PKS,GBD,0,0,SCJ,PWF,18:03:05,18:06:31,,,,,,,,,,,,PEF,Parkes East Fork,,,,24403,[SCJ]-[24403/1]-[1]-[PWF]-[24403/1] (1),T-1,,,18:04:43,,18:04:43,,,0,Daily,,18:04:43,18:04:43,,,,, 0:28:09,7.392,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,,,,,,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWF,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound2-4,IR Express Westbound2-4,1,,PKS,GBD,0,0,PEF,GBD,18:03:05,18:06:31,,,,,,,,,,,,PWF,Parkes PN Terminal West Fork,,,,24403,[SCJ]-[24403/1]-[1]-[GBD]-[24403/1] (2),D-1,,NSW/VIC,18:05:33,,18:05:33,,,0,Daily,,18:05:33,18:05:33,,,,, 0:28:59,8.692,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,,,,,,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBD,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/Westbound2-4,IR Express Westbound2-4,1,,PKS,GBD,0,1,PWF,,18:03:29,18:13:31,,,,,,,,2174,1000,,,GBD,Gunningbland,,,,24403,[GBJ]-[24403/1]-[1]-[BGT]-[24403/1] (1),O-1,Overlap without name,NSW/VIC,18:13:31,,18:13:31,,,0,Daily,,18:13:31,18:13:31,,,,, 0:36:57,23.246,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0%,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,,,,,,0,ATC,,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKS,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/WestboundIR-5,IR Express WestboundIR-5,1,,PKS,GBD,1,0,,GBJ, 5:08:22, 5:12:48,,,,,,,,472,1000,,,PKS,Parkes,,,,-24101,[PKWup]-[24101/1]-[1]-[GBJ]-[24101/1] (1),D-1,Overlap without name,NSW/VIC,5:10:01,, 5:10:01,,,0,Daily,,5:10:01, 5:10:01,,,, 0:09:17,,,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,557,0,557,0,0,0,557,0,557,557,0,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/WestboundIR-5,IR Express WestboundIR-5,1,,PKS,GBD,0,0,PKS,SCJ, 5:11:35, 5:30:10,,,,,,,,1122,1000,,,GBJ,Goobang Jct,,,,-24403,[PKS]-[24101/1]-[1]-[GBDdn]-[24403/1] (1),D-1,Overlap without name,NSW/VIC, 5:19:18,, 5:25:18,,,0,Daily,, 5:19:18, 5:25:18,360,360,360, 0:08:01, 0:09:17,3.728,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,481,0,481,0,0,0,481,0,481,481,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/WestboundIR-5,IR Express WestboundIR-5,1,,PKS,GBD,0,0,GBJ,PEF, 5:24:58, 5:38:28,,,,,,,,1260,1000,,,SCJ,SCT Parkes,,,,24403,[GBJ]-[24403/1]-[1]-[PTJ]-[24403/1] (1),D-1,Overlap without name,NSW/VIC, 5:33:19,, 5:36:19,,,0,Daily,, 5:33:19, 5:36:19,180,180,180, 0:00:00, 0:23:18,5.85,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,639,0,639,0,0,0,639,0,639,639,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEF,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Westbound/WestboundIR-5,IR Express WestboundIR-5,1,,PKS,GBD,0,0,SCJ,PWF, 5:36:32, 5:39:58,,,,,,,,,,,,PEF,Parkes East Fork,,,,24403,[SCJ]-[24403/1]-[1]-[PWF]-[24403/1] (1),T-1,,,5:38:10,, 5:38:10,,,0,Daily,,5:38:10, 5:38:10,,,,, 0:28:09,7.392,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,Matthew.Bentham,Matthew.Bentham,9/12/2024 14:56,,,,,,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
